Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
12.95,2,0.2679605436467402604916303263,0.273975601136006,0.260650257763715,0.268287310849318,0.254953845089944,0.15867368021036,0.1676735833029260878765180702,0.1447862997857615878765180702,0.0228872835171645,6.3933548244162790778575291331,51.773487958694104434068111861,52.31825186323860028439578478,777749500
12.96,2,0.2679467182710414221827544000,0.27396322913041,0.260637885758119,0.268273468614125,0.254940002854751,0.158716023694599,0.1677154692158898913944272212,0.1447210163981236913944272212,0.0229944528177662,6.3907277206349298200172519983,51.765027596297439735941364793,52.310803240110380492085199131,778350100
12.97,2,0.2679329183349793138311148733,0.273950886152191,0.2606255427799,0.268259651849591,0.254926186090217,0.158758468585326,0.1677574574866090055020522121,0.1446558353682410055020522121,0.023101622118368,6.3881049238552270985902838355,51.756591941897827314418402573,52.303364006820589602778540597,778950700
12.98,2,0.2679191558330305258414646152,0.273938584204308,0.260613240832017,0.268245872564819,0.254912406805445,0.158801014496972,0.1677995481486448296111077722,0.1445907567296751296111077722,0.0232087914189697,6.3854864333785362717901404659,51.748182784070050923786668626,52.295935538288100079205649505,779551200
12.99,2,0.2679054187596831349399087811,0.273926310749746,0.260600967377455,0.268232118739658,0.254898652980284,0.158843646838305,0.1678417261821208984065978147,0.1445257654625494984065978147,0.0233159607195714,6.3828718172569427259594061133,51.739786404451218100745621933,52.288507568529770635443061768,780151800
13.00,2,0.2678917091094433509872034756,0.273914067584397,0.260588724212105,0.268218392371047,0.254884926611673,0.158886359817229,0.1678839858611437331984531619,0.1444608558409705331984531619,0.0234231300201732,6.380260909795574819311596601,51.731408039074091514341236604,52.281084069750883766439645533,780752400
13.01,2,0.2678780348768287307920544143,0.273901863457885,0.260576520085593,0.26820470146325,0.254871235703876,0.158929174638369,0.1679263486827780219644837293,0.1443960493620031219644837293,0.0235302993207749,6.3776543251798452621462733482,51.723057317288647106343912236,52.273672271349925653334105272,781353000
13.02,2,0.2678643880563750458384355776,0.273889689662283,0.260564346289991,0.268191038001043,0.254857572241669,0.158972071605199,0.1679687946585953673054134987,0.1443313260372187673054134987,0.0236374686213766,6.3750514891233400887199749796,51.714716373111204469996719757,52.266258770610697427579955241,781953600
13.03,2,0.2678507766426290202708478895,0.273877554220811,0.26055221084852,0.268177409988721,0.254843944229347,0.159015051119952,0.1680113244705903255682049748,0.1442666865486119255682049748,0.0237446379219784,6.3724524195036290093322629181,51.706398600135801230296867676,52.258853688935588010191789665,782554100
13.04,2,0.2678371906301538857935978871,0.273865447776592,0.2605401044043,0.268163807408645,0.254830341649271,0.159058132279199,0.1680539568771486570066502586,0.1442021496545685570066502586,0.0238518072225801,6.3698576520487384103257213851,51.698100242033453717090772943,52.251454167459300577684229659,783154800
13.05,2,0.2678236310680473140859564403,0.273853370805051,0.260528027432759,0.268150231311193,0.254816765551819,0.159101298600161,0.1680966754221253095133815473,0.1441376988989434095133815473,0.0239589765231819,6.3672667136647439738708434014,51.689822814486781546615476017,52.24406141456938793727070595,783755300
13.06,2,0.2678100978417794654434973971,0.273841323014231,0.260515979641939,0.268136681581695,0.254803215822321,0.159144545007973,0.1681394750235583666321943008,0.1440733291997747666321943008,0.0240661458237836,6.3646794571040344102671903926,51.681557355173549515703180996,52.236668683809156285415074726,784355900
13.07,2,0.2677966100005593125371763350,0.273829324091795,0.260503980719504,0.26812317729259,0.254789711533216,0.159187888787441,0.1681823736428127352526057999,0.1440090585184273352526057999,0.0241733151243854,6.362096395261673429814323779,51.673321672863571456611905746,52.229289427224803665573618004,784956400
13.08,2,0.2677831375932759112266292232,0.273817343750808,0.260492000378516,0.268109688456243,0.254776222696869,0.159231321891142,0.1682253621803706168583533008,0.1439448777553835168583533008,0.0242804844249871,6.3595172657955517428118049839,51.665101680722356658005205831,52.221913029313602053631758336,785557100
13.09,2,0.2677697015059464804052311820,0.27380540260666,0.260480059234368,0.26809623598414,0.254762770224766,0.159274835475039,0.1682684325170463013710117645,0.1438807787914575013710117645,0.0243876537255888,6.3569418344480257074731498288,51.656894821515285356764655185,52.214537587139428758493588159,786157600
13.10,2,0.2677562908416729030713351690,0.273793490438271,0.26046814706598,0.268082808966096,0.254749343206722,0.159318449462923,0.1683116042077858817005160909,0.1438167811815952817005160909,0.0244948230261906,6.3543706597668857101409425383,51.648708743248284852376996695,52.207168867016730973845141906,786758200
13.11,2,0.2677429054868337200873507308,0.273781606429331,0.260456263057039,0.26806940728835,0.254735941528976,0.159362143738389,0.1683548571199496545023201163,0.1437528647931573545023201163,0.0246019923267923,6.3518031633343624611147445334,51.640546510807062983544905267,52.199809270366860510185398281,787358800
13.12,2,0.2677295555442272655949027215,0.273769760941287,0.260444417568995,0.268056041066021,0.254722575306647,0.159405925178835,0.1683981984883541277621091047,0.1436890368609600277621091047,0.0247091616273941,6.3492395507526009665220260339,51.632401517352705917409399652,52.192453787309511050802719358,787959400
13.13,2,0.2677162309544456818598900623,0.273757944261627,0.260432600889336,0.268042700227433,0.254709234468059,0.159449804245152,0.1684416384285562843202906219,0.1436253075005604843202906219,0.0248163309279958,6.3466801101507929647914168659,51.624273132641713407099919962,52.185101931435906181111887354,788559900
13.14,2,0.2677029416584256997736244682,0.273746165757543,0.260420822385251,0.268029394725646,0.254695928966272,0.159493763986522,0.1684851603269755714752806407,0.1435616600983780714752806407,0.0249235002285975,6.3441243639247934901794556517,51.616166378706369094518570478,52.177757583092251827746019813,789160500
13.15,2,0.2676896777585122490418092403,0.273734415632708,0.260409072260416,0.268016114650936,0.254682648891562,0.159537807823226,0.1685287672599207021460252473,0.1434980977307214021460252473,0.0250306695291993,6.3415723985442632248566354105,51.608078223898325287821544605,52.170418451592922835180332016,789761100
13.16,2,0.2676764391955880235137179761,0.273722693801144,0.260397350428852,0.268002859944112,0.254669394184738,0.159581934989186,0.1685724584587816350100094020,0.1434346196289806350100094020,0.025137838829801,6.3390241903299769072515859687,51.600006099145509684451939135,52.163082602335474351077587319,790361700
13.17,2,0.2676632359644027608010734021,0.273711010890263,0.260385667517971,0.267989640612112,0.254656174852738,0.159626163077806,0.1686162518771359018067871240,0.1433712437467332018067871240,0.0252450081304027,6.3364802519539522195348003463,51.591954342201960052459967753,52.155753313172491660068499107,790962200
13.18,2,0.2676500470597193714352660683,0.27369934515714,0.260374001784848,0.267976435624085,0.254642969864711,0.15967047206502,0.1686601267442974871956724925,0.1433079493132929871956724925,0.0253521774310045,6.3339399867197308720058399662,51.583924500598669311059792593,52.148431840834475501196650144,791562800
13.19,2,0.2676369034763164710021132293,0.273687727616579,0.260362384244287,0.267963276012606,0.254629810253232,0.159714860900277,0.1687040830927568565593565161,0.1432447363611506565593565161,0.0254593467316062,6.3314033938979838989212434497,51.575915035426863322686072176,52.14111703637461989116120458,792163400
13.20,2,0.2676237852089857952990775385,0.273676138425246,0.260350795052954,0.267950141748071,0.254616675988697,0.159759335267272,0.1687481259102236437968797694,0.1431816098780156437968797694,0.025566516032208,6.3288706147159146866235950216,51.567914644424764378224898599,52.133800277409425199688797874,792764000
13.21,2,0.2676106912525318701261058972,0.273664577008706,0.260339233636415,0.26793703182406,0.254603566064686,0.15980390755402,0.1687922675571206681691487482,0.1431185822243109681691487482,0.0256736853328097,6.3263420016134412693694333028,51.559939295291021211251435727,52.126493743578428175745661807,793364500
13.22,2,0.2675976216017743946465682622,0.273653042256985,0.260327698884693,0.267923946235384,0.25459048047601,0.159848546123636,0.1688364763770964202899626744,0.1430556217436850202899626744,0.0257808546334114,6.323816646042774681415296916,51.551980390986393141223308801,52.119190971260049251704182044,793965200
13.23,2,0.2675845872515473362323164057,0.273641546250448,0.260316202878157,0.267910895990286,0.254577430230912,0.159893281485627,0.1688807832826715566794211882,0.1429927593486583566794211882,0.0258880239340132,6.3212954319222779570177244829,51.544045462338079152012457595,52.111897662635826568453417019,794565700
13.24,2,0.2675715771966968582545227632,0.273630078129093,0.260304734756802,0.267897870070192,0.254564404310818,0.159938118373164,0.1689251926251248392211868173,0.1429299993905099392211868173,0.0259951932346149,6.3187784822467788064762774267,51.536129025090120412687888882,52.104609635317456193468081789,795166300
13.25,2,0.2675585924320847887025592666,0.273618637560437,0.260293294188145,0.267884869471177,0.254551403711803,0.159983018723939,0.1689696663537316060219199965,0.1428673038185149060219199965,0.0261023625352167,6.3162647052831596161335399718,51.528226387869599991221735962,52.097323412895944921489280199,795766800
13.26,2,0.2675456410053797833729761354,0.27360723398373,0.260281890611438,0.267871902250724,0.25453843649135,0.160028021965966,0.1690142442019111401029697701,0.1428047123660927401029697701,0.0262095318358184,6.313755237649966392116982336,51.520340646512347461690859843,52.090041280876652524050350374,796367500
13.27,2,0.2675327148057998066603407259,0.273595857791962,0.26027051441967,0.267858960288159,0.254525494528785,0.160073085677895,0.1690588834388773159102752714,0.1427421823024572159102752714,0.0263167011364201,6.311248853540185196812211544,51.512471706087267244149959464,52.082763295402573487331756946,796968100
13.28,2,0.2675198228811218172620963711,0.273584520078496,0.260259176706205,0.267846052642292,0.254512586882918,0.160118267963577,0.1691036425202384905104113187,0.1426797720832165905104113187,0.0264238704370219,6.3087472259235047405187890198,51.504634351032026276912181441,52.075500676604110998101280912,797568600
13.29,2,0.2675069542788170420553812380,0.273573207953043,0.260247864580752,0.26783316834724,0.254499702587866,0.160163513906621,0.1691484661131907750013135698,0.1426174263755671750013135698,0.0265310397376236,6.3062487679717613814502305845,51.496805609022542283704069582,52.068235956780247555704458866,798169200
13.30,2,0.2674941108886235553719871269,0.273561923932715,0.260236580560423,0.267820309295044,0.25448684353567,0.160208841373701,0.1691933721613728491641291323,0.1425551631231474491641291323,0.0266382090382254,6.3037539920721855059491204601,51.488994990684070998108421406,52.060976408460308032878996978,798769800
13.31,2,0.2674812908105161269069384259,0.273550666849548,0.260225323477256,0.267807473583362,0.254474007823988,0.160254271427874,0.1692383816742473081624661401,0.1424930033354202081624661401,0.0267453783388271,6.3012634984414617961859516691,51.481205321775358396761084886,52.053724171837872353204484734,799370400
13.32,2,0.2674685059345773723915908539,0.273539447166013,0.260214103793721,0.267794673116777,0.254461207357403,0.160299762564647,0.1692834535377408940776480384,0.1424309058983120940776480384,0.0268525476394288,6.2987761075880026385033084349,51.473431596999132320791173715,52.046475525170004892473972943,799970900
13.33,2,0.2674557443604921765881904228,0.273528254282571,0.260202910910279,0.267781895980461,0.254448430221087,0.160345352656967,0.1693286252318088842308197553,0.1423689082917782842308197553,0.0269597169400306,6.2962928915732854192437749788,51.465678810936060504595029999,52.039234236321658760854767115,800571500
13.34,2,0.2674430169786855899087522696,0.273517098393553,0.260191755021263,0.267769153078119,0.254435687318746,0.160391021200674,0.1693738766205617023970516043,0.1423069903799294023970516043,0.0270668862406323,6.2938132718864818205778443233,51.45794149959402101621632905,52.031996170408236539357405775,801172100
13.35,2,0.2674303128885541996357995460,0.273505968922873,0.260180625550582,0.267756433495857,0.254422967736483,0.16043677805982,0.1694192171929397221865616237,0.1422451616517056221865616237,0.0271740555412341,6.291337518705571552805077892,51.450229596116776742166600904,52.024768982462595502292288332,801772700
13.36,2,0.2674176330328688202290823153,0.273494866406022,0.26016952303373,0.267743738177593,0.254410272418218,0.160482611522119,0.1694646352624811980833467987,0.1421834104206453980833467987,0.0272812248418358,6.2888652955779746501820143045,51.442530262592363447270120254,52.017542824643283762194360229,802373200
13.37,2,0.2674049774066528452883764171,0.273483790996638,0.260158447624346,0.267731067118345,0.254397601358971,0.160528526129924,0.1695101353741351241000897672,0.1421217412316975241000897672,0.0273883941424376,6.2863967310467078511372833877,51.43484597064541219429414786,52.010319606828841905320338831,802973800
13.38,2,0.2673923649530937632901024055,0.273472762376006,0.260147419003715,0.267718439284401,0.254384973525027,0.160574542027052,0.1695557383463120477098598083,0.1420601749032727477098598083,0.0274955634430393,6.2839324198552608097123097586,51.427183344484053376434641717,52.003104411103663161562756446,803574400
13.39,2,0.2673797657710151124641444056,0.273461749268488,0.260136405896196,0.267705824738122,0.254372358978748,0.160620621420731,0.1696014053177604213701852117,0.1419986725741194213701852117,0.027602732743641,6.2814712470505909403787460448,51.419536965015773066115757437,51.995893174258201142655996405,804175000
13.40,2,0.2673671898035536726164490593,0.273450762126995,0.260125418754703,0.26769323343477,0.254359767675396,0.160666778388061,0.1696471507218043879310079002,0.1419372486775615879310079002,0.0277099020442428,6.2790136244568849253070852648,51.41190560851808698411146966,51.988684929537513659932951476,804775600
13.41,2,0.2673546480457863426936844470,0.273439812830514,0.260114469458223,0.267680676382829,0.254347210623455,0.1607130376648,0.1696929996937055409900699257,0.1418759283488609409900699257,0.0278170713448446,6.2765602704862021508399116435,51.404302164392436719353376695,51.981489610310585086805079219,805376100
13.42,2,0.2673421294928011379179989686,0.273428889571167,0.260103546198875,0.267668142563967,0.254334676804593,0.160759376833605,0.1697389294176870018913630334,0.1418146887722408018913630334,0.0279242406454462,6.2741105298545839751907410024,51.396713317515969084789120643,51.974296993113363509051843427,805976700
13.43,2,0.2673296441397001856956002973,0.273418002473341,0.26009265910105,0.267655641985476,0.254322176226102,0.160805799073021,0.1697849434236949662727695120,0.1417535334776469662727695120,0.028031409946048,6.2716645020273961086591347624,51.389141018128428433051766692,51.967108596991409883331134382,806577300
13.44,2,0.2673171729815994852673943097,0.273407132421049,0.260081789048758,0.267643155619295,0.254309689859921,0.160852302197262,0.1698310388601346596561715729,0.1416924596134848596561715729,0.0281385792466498,6.2692221036523392615446543483,51.381584478798038442521122757,51.959923837256045844573834085,807177900
13.45,2,0.2673047430136246205315840315,0.273396305644097,0.260070962271805,0.267630710493469,0.254297244734095,0.160898862875978,0.1698771933262770865297324478,0.1416314447790256865297324478,0.0282457485472514,6.2667826913356578201898839829,51.374043733397081782257060858,51.952742817198078609715608698,807778400
13.46,2,0.2672923282309197935223485506,0.273385498413609,0.260060155041318,0.267618280571432,0.254284814812058,0.160945547647284,0.1699234724915770460764153039,0.1415705546437238460764153039,0.0283529178478532,6.2643481447085811146792710858,51.366530399028212856148190132,51.945574408426257188354989877,808379000
13.47,2,0.2672799456797901686623420043,0.273374725553991,0.2600493821817,0.267605882920275,0.254272417160901,0.160992291991138,0.1699698123926607108611739195,0.1415097252442056108611739195,0.0284600871484551,6.2619166296952405594844682823,51.359026164874768569260422035,51.938404577395769776858231362,808979600
13.48,2,0.2672675862530197404133325081,0.27336397870021,0.260038635327918,0.267593508421676,0.254260042662302,0.16103911763807,0.1700162344548853023843658027,0.1414489780058287023843658027,0.0285672564490566,6.2594887584268471607329457921,51.351543910688884972640615461,51.931243296952527085025294179,809580200
13.49,2,0.2672552599970181623567411267,0.27335326785547,0.260027924483178,0.267581167134297,0.254247701374923,0.161086022824411,0.1700627372647641627942957087,0.1413883115151057627942957087,0.0286744257496584,6.2570644887497956568533334404,51.344078151933907574651781603,51.924086327919184282271671854,810180700
13.50,2,0.2672429459579023360162408195,0.273342572111804,0.260017228739512,0.267568838078701,0.254235372319327,0.161133009962988,0.1701093225039749193033462596,0.1413277274537146193033462596,0.0287815950502603,6.2546438671805320539731014465,51.336632374128385487173166115,51.916936400639723219578138779,810781400
13.51,2,0.2672306750289518962822154432,0.273331922374872,0.260006579002581,0.267556552185842,0.254223086426468,0.161180077789605,0.1701559899876841908511950370,0.1412672256368223908511950370,0.0288887643508618,6.2522268867638234144778568343,51.329198384070804770332911568,51.909787152203434952786455975,811382000
13.52,2,0.2672184172563856943203387059,0.27332128922653,0.259995945854239,0.26754427946541,0.254210813706036,0.161227243212374,0.1702027555870264931833265134,0.1412068219355627931833265134,0.0289959336514637,6.2498140005140550965811154277,51.321790598607594761006720569,51.902649799910837594585455593,811982500
13.53,2,0.2672061916861321978240731538,0.273310690677226,0.259985347304934,0.267532038986561,0.254198573227187,0.161274475581048,0.1702495892989818262772078194,0.1411464863469163262772078194,0.0291031029520655,6.2474043472478998105824386476,51.314395642308621159604005965,51.895514015762186975967318819,812583000
13.54,2,0.2671939882119622711811891490,0.273300116959855,0.259974773587563,0.267519820630741,0.254186354871367,0.161321785136419,0.1702965010172357173785563479,0.1410862287645687173785563479,0.029210272252667,6.2449982087384575907383651158,51.307014507946364653383212805,51.888380562615235430602309174,813183700
13.55,2,0.2671818079304544279842038808,0.273289569251858,0.259964225879566,0.267507625495865,0.254174159736491,0.161369174136661,0.1703434930396781546493091736,0.1410260514864092546493091736,0.0293174415532689,6.2425956491552608233914790551,51.299658755271831269790847465,51.881258486052396356824017777,813784300
13.56,2,0.2671696607357060372828803517,0.273279058150363,0.259953714778071,0.267495463488097,0.254161997728723,0.161416662195469,0.1703905853378919156801938389,0.1409659744840212156801938389,0.0294246108538707,6.2401972389819075427983190897,51.292320589302727855541205997,51.874141668313201235971058143,814384800
13.57,2,0.2671575357240186157507463560,0.273268571425475,0.259943228053184,0.267483323690441,0.254149857931067,0.161464211906929,0.1704377401019315931569667248,0.1409059599474593931569667248,0.0295317801544722,6.2378018933831664311293782403,51.284991812565491627089014266,51.867023814820335195245313762,814985400
13.58,2,0.2671454328401379516254335310,0.27325810976915,0.259932766396858,0.267471206047576,0.254137740288202,0.161511844671142,0.1704849787430118093876736882,0.1408460292879377093876736882,0.0296389494550741,6.235410224084958226813286329,51.27769032484964753320174934,51.859918897272442398557698181,815586000
13.59,2,0.2671333620291209979611763435,0.273247682982622,0.25992233961033,0.267459120516686,0.254125654757312,0.161559555848548,0.1705322969664552122349645598,0.1407861782107793122349645598,0.0297461187556759,6.2330221063937502880635591797,51.270399778248371077240115616,51.852814150043949012316834297,816186600
13.60,2,0.2671213143868604172252311088,0.273237282186395,0.259911938814103,0.267447058182806,0.254113592423432,0.161607346610449,0.1705796956329613277287123301,0.1407264075766838277287123301,0.0298532880562775,6.230637563306652649136735414,51.26312123101555477114854003,51.845710411747006786522457045,816787100
13.61,2,0.2671092878583619019802750171,0.273226905396616,0.259901562024324,0.267435016988435,0.254101551229061,0.161655219101736,0.1706271768168799583910124409,0.1406667194600006583910124409,0.0299604573568793,6.2282566525892660203323764542,51.255867691224182842400403033,51.838617898510109536657597008,817387700
13.62,2,0.2670972934389696743948451451,0.273216563645414,0.259891220273123,0.267423007942327,0.254089542182953,0.161703173799658,0.1706747413801835385015575070,0.1406071147227024385015575070,0.0300676266574811,6.2258793972751694359070209218,51.248630103926850832960493838,51.831529529604049093337625487,817988300
13.63,2,0.2670853221240403772696575149,0.273206247693386,0.259880904321094,0.267411022028856,0.254077556269482,0.1617512044534,0.1707223827534152833208668095,0.1405475867953325833208668095,0.0301747959580827,6.2235056075031626061602302403,51.241412737687243626213961146,51.824448695988662009069642589,818588900
13.64,2,0.2670733719089404858059861289,0.273195955736671,0.259870612364379,0.267399057240945,0.254065591481571,0.161799316917378,0.1707701067244705969527065033,0.1404881414657860969527065033,0.0302819652586845,6.2211354474241055653485430325,51.234208901972348649542993456,51.81737014632732261201000843,819189500
13.65,2,0.2670614447890519740301219732,0.273185689722515,0.259860346350224,0.267387115576409,0.254053649817035,0.16184750970861,0.1708179118792291349717782794,0.1404287773199428349717782794,0.0303891345592863,6.2187688748662936998145435202,51.227024576869039240471869868,51.810298605304482756851554186,819790000
13.66,2,0.2670495487597657082495921167,0.273175457631085,0.259850114258793,0.267375205040389,0.254041739281015,0.161895781972186,0.1708657976418049989826866005,0.1403694937819170989826866005,0.0304963038598879,6.2164058716717276917287247258,51.219860418721786317107146805,51.803234615791365453653567388,820390600
13.67,2,0.2670376748164873456495787306,0.273165250394726,0.259839907022434,0.267363316617311,0.254029850857937,0.161944132374075,0.1709137623625244802944334349,0.1403102892020347802944334349,0.0306034731604897,6.2140463889205789274336708722,51.212709779370106898872280051,51.796172969426932231476014089,820991200
13.68,2,0.2670258219546327204911981639,0.273155066564994,0.259829723192703,0.267351449301363,0.254017983541989,0.161992548256541,0.1709617933408109283528002129,0.1402511508797194283528002129,0.0307106424610915,6.2116900611080011172289433823,51.205573548846207868657883029,51.789114417405098565646745777,821591800
13.69,2,0.2670140111696316997938999699,0.273144928227697,0.259819584855405,0.267339624113581,0.254006158354207,0.162041059743691,0.1710099214532047371480234618,0.1401921096915116371480234618,0.0308178117616931,6.2093377711216216193280580763,51.198457864444338034731168181,51.782063735553675468165434636,822192300
13.70,2,0.2670022024569254189636460231,0.273134794098072,0.25980945072578,0.26732780100062,0.253994335241246,0.162089632271491,0.1710581107159099167688894065,0.1401331296536150167688894065,0.0309249810622949,6.2069884864414618200735991777,51.191354869782441550361460498,51.775014844391003241567900523,822792900
13.71,2,0.2669904348119660066472695621,0.273124704654054,0.259799361281762,0.267316019005487,0.253982553246113,0.1621383062494,0.1711064029264284581537410069,0.1400742525635316581537410069,0.0310321503628968,6.2046434028176644016360597095,51.184277119230905890665114494,51.767977563708217497345219646,823393500
13.72,2,0.2669786802795167339307542648,0.273114630495865,0.259789287123573,0.267304250138854,0.25397078437948,0.16218704177598,0.1711547571815920062224611067,0.1400154375180934062224611067,0.0311393196634986,6.2023013468006021024440694948,51.177214409463457796010943545,51.760943971235270270756762125,823994100
13.73,2,0.2669669557563868314515333168,0.273104589075981,0.25977924570369,0.267292511318135,0.253959045558761,0.162235853878111,0.1712031891082085065133314322,0.1399567001441084065133314322,0.0312464889641001,6.1999627644052626046681215539,51.170159766099484386852988074,51.753908525491755551046184934,824594600
13.74,2,0.2669552522874349372846085510,0.27309457164433,0.259769228272039,0.267280793577269,0.253947327817895,0.162284748897372,0.1712517047386220347034912064,0.1398980464739200347034912064,0.031353658264702,6.1976278267854216186077773112,51.163129121160039323300908059,51.746883828836346682112084462,825195200
13.75,2,0.2669435809172433665389694672,0.273084588993193,0.259759245620902,0.267269107974307,0.253935642214933,0.162333719030116,0.1713002966505839810236383880,0.1398394690852804810236383880,0.0314608275653035,6.1952963196492098545625981877,51.156116168084642452938276881,51.739864937721610010698499524,825795800
13.76,2,0.2669319305430912263296923802,0.273074630194209,0.259749286821917,0.267257443392988,0.253923977633614,0.162382769851121,0.1713489700340818517738940994,0.1397809731681764517738940994,0.0315679968659054,6.1929683900186763467891228062,51.149122564703128152430620031,51.732853174322429841094127906,826396400
13.77,2,0.2669203022096561337182794714,0.273064695740633,0.259739352368342,0.267245800879264,0.25391233511989,0.162431885514989,0.1713977090705847472926719368,0.1397225429040775472926719368,0.0316751661665072,6.1906435830662024535008669886,51.142137734471601415801615864,51.725840217216763011481107952,826997000
13.78,2,0.2669086949613396398567179535,0.273054785732834,0.259729442360543,0.26723417947637,0.253900713716996,0.162481096310742,0.1714465440341659845076738856,0.1396642085670569845076738856,0.031782335467109,6.1883227644199249131264605596,51.135176105024139711340864782,51.718837443846086826547442232,827597600
13.79,2,0.2668971177446805299278191218,0.273044908097611,0.25971956472532,0.267222588141757,0.253889122382383,0.162530372568024,0.1714954455491851975372426873,0.1396059407814745975372426873,0.0318895047677106,6.1860050908696534078363965393,51.128227448451535458530102942,51.711836841369915648703654223,828198100
13.80,2,0.2668855625065171570313374947,0.273035055041002,0.25970971166871,0.267211018812441,0.253877553053067,0.162579722131339,0.1715444211833636704253873097,0.1395477471150509704253873097,0.0319966740683127,6.1836907775544949718872135497,51.121298111517861309608746744,51.704843448220675207803020046,828798700
13.81,2,0.2668740273399380368981299382,0.273025225046113,0.259699881673822,0.267199469579186,0.253866003819812,0.162629156269272,0.1715934821454804724356597181,0.1394896387765659724356597181,0.0321038433689145,6.1813801439221786676645186151,51.114381767831443703659367316,51.697852227884285891341348223,829399300
13.82,2,0.2668625241431516783463747655,0.273015429628879,0.259690086256587,0.26718795235471,0.253854486595336,0.162678663411438,0.1716426172741024281209093339,0.1394316046045863281209093339,0.0322110126695161,6.1790728685611051773388047573,51.10748657917494738236760571,51.690869720528905382973386884,829999900
13.83,2,0.2668510420089871259957308615,0.273005657592675,0.259680314220383,0.26717645621854,0.253842990459166,0.162728235840557,0.1716918184658918217305747539,0.1393736364957739217305747539,0.0323181819701179,6.1767687176675765632956789981,51.100604415857250468199722872,51.683889502228490808693325999,830600400
13.84,2,0.2668395798843975874973768557,0.272995909052556,0.259670565680265,0.267164980116347,0.253831514356973,0.162777907061794,0.1717411192096189404850911909,0.1393157679388992404850911909,0.0324253512707197,6.1744686489641228316626115607,51.093741056972331389784944437,51.676916102478875509808016579,831201000
13.85,2,0.2668281397650030379042502140,0.272986184598646,0.259660841226354,0.267153526046183,0.253820060286809,0.162827636722461,0.1717904791977725457848595139,0.1392579586264515457848595139,0.032532520571321,6.1721715060654447208682322662,51.086893762859071713978369147,51.669947470105302849521668007,831801600
13.86,2,0.2668167285981303745571663793,0.272976491836825,0.259651148464533,0.267142100963847,0.253808635204473,0.162877443317038,0.1718399171790087448260073574,0.1392002273070856448260073574,0.0326396898719231,6.1698778244208489130830341386,51.080060705456722600455710828,51.662982115795078389097281434,832402200
13.87,2,0.2668053294760946044008379525,0.272966814060208,0.259641470687916,0.267130687941036,0.253797222181662,0.162927333481606,0.1718894392023037180679011855,0.1391425800297790180679011855,0.0327468591725247,6.1675877756606431186065785993,51.07325016754843528930765643,51.656026653383163904761065439,833002800
13.88,2,0.2667939713461769903541137843,0.272957180154644,0.259631836782353,0.267119315960332,0.253785850200958,0.162977303940229,0.1719390430018176253646899680,0.1390850145286911253646899680,0.0328540284731265,6.1653012932131450477384270712,51.066453826845359291275094388,51.649074470276532150918704528,833603300
13.89,2,0.2667826332040409639699181886,0.272947568240004,0.259622224867713,0.267107963991783,0.253774498232409,0.163027330714041,0.1719887038496882140410537457,0.1390275060759599140410537457,0.0329611977737283,6.1630176670171420868211637779,51.059670783867429553798404293,51.642124931485897490135751306,834204000
13.90,2,0.2667713050453621921494100671,0.272937969200343,0.259612625828052,0.267096622018866,0.253763156259493,0.163077439767064,0.1720384473759762753058751312,0.1389700803016461753058751312,0.0330683670743301,6.1607376296597152419822589395,51.052906102676171927513601894,51.635182034614319954282200837,834804500
13.91,2,0.2667600078658285080281020494,0.272928403935166,0.259603060562874,0.267085311062873,0.253751845303499,0.163127627244909,0.1720882704580254288876482060,0.1389127340830937288876482060,0.0331755363749317,6.1584610900231935756073195793,51.04615971425387847084040326,51.628245756693861295547212364,835405100
13.92,2,0.2667487406611372076357997068,0.272918871440371,0.25959352806808,0.267074030118274,0.2537405643589,0.16317789320597,0.1721381731191505669069486693,0.1388554674436170669069486693,0.0332827056755335,6.1561880471153844459098615186,51.039424776530438540947277706,51.621310640607157038153984894,836005600
13.93,2,0.2667374844269989477827206925,0.272909352680506,0.259584009308214,0.267062760157607,0.253729294398233,0.163228237753565,0.1721881547982784654234718227,0.1387982798221430654234718227,0.0333898749761354,6.1539184832025659152754917831,51.032715005141233111570325505,51.614387694954664497650153496,836606300
13.94,2,0.2667262681591336712035539068,0.272899875986446,0.259574532614154,0.26705153021195,0.253718064452576,0.163278640329797,0.1722381959387704300977191434,0.1387411516620335300977191434,0.0334970442767369,6.1516518363682336658747033924,51.026014343183684409749190747,51.607464128140966415047615093,837206800
13.95,2,0.2667150619009495730454386939,0.272890412218376,0.259565068846084,0.267040310288181,0.253706844528807,0.163329125893703,0.1722883204674918907651824476,0.1386841068901531907651824476,0.0336042135773387,6.1493887904064527319640349684,51.019331917726432229616889092,51.60054721038817053977122498,837807400
13.96,2,0.2667038765527698311839840236,0.272880972153658,0.259555628781367,0.267029111299915,0.253695645540541,0.16337969035301,0.1723385246707891146832476923,0.1386271417928485146832476923,0.0337113828779406,6.1471292372687251759290935352,51.012665864407616964697166731,51.593635478216180817535697726,838408000
13.97,2,0.2666927211580929844533076633,0.27287156421858,0.259546220846288,0.267017942301679,0.253684476542305,0.163430315559216,0.1723887907052877846483718834,0.1385702385267456846483718834,0.0338185521785421,6.1448726641199556799403721151,51.006010360707320909802821765,51.586724321361609755112220732,839008600
